place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
내린천2,2023-01-16,,,,,,,,,,,
노량진,2023-01-16,정량한계미만,25000,,,,,,,,,
논공,2023-01-16,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
다사,2023-01-16,정량한계미만,230,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
단성,2023-01-16,,,,,,,,,,,
달천6,2023-01-16,,,,,,,,,,,
달천7,2023-01-16,정량한계미만,144,,,,,,,,,
달천8,2023-01-16,,,,,,,,,,,
대신,2023-01-16,,,,,,,,,,,
대청댐,2023-01-16,정량한계미만,5,,,,,,,,,
덕곡,2023-01-16,정량한계미만,4700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕은리,2023-01-16,,,,,,,,,,,
도남,2023-01-16,,,,,,,,,,,
동진강3,2023-01-16,정량한계미만,660,,,,,,,,,
목행대교,2023-01-16,,,,,,,,,,,
묵현천,2023-01-16,,,,,,,,,,,
문산천4,2023-01-16,,,,,,,,,,,
물금,2023-01-16,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
벽계천2,2023-01-16,,,,,,,,,,,
복하천6,2023-01-16,,,,,,,,,,,
부여,2023-01-16,정량한계미만,380,,,,,,,,,
삼봉리,2023-01-16,정량한계미만,3500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
선산,2023-01-16,,,,,,,,,,,
섬강3,2023-01-16,,,,,,,,,,,
섬강6,2023-01-16,정량한계미만,14000,,,,,,,,,
성은천,2023-01-16,,,,,,,,,,,
소양강2,2023-01-16,정량한계미만,24,,,,,,,,,
신천5,2023-01-16,,,,,,,,,,,
안동1,2023-01-16,정량한계미만,45,,,,,,,,,
안동2,2023-01-16,,,,,,,,,,,
안동3,2023-01-16,정량한계미만,780,,,,,,,,,
안동4,2023-01-16,,,,,,,,,,,
안양천9,2023-01-16,,,,,,,,,,,
양화천4,2023-01-16,,,,,,,,,,,
여주1,2023-01-16,,,,,,,,,,,
여주2,2023-01-16,,,,,,,,,,,
영순,2023-01-16,,,,,,,,,,,
영월2,2023-01-16,정량한계미만,70,,,,,,,,,
영춘,2023-01-16,,,,,,,,,,,
영평천3,2023-01-16,,,,,,,,,,,
예천1,2023-01-16,,,,,,,,,,,
예천2,2023-01-16,,,,,,,,,,,
오대천3,2023-01-16,,,,,,,,,,,
오산천2,2023-01-16,,,,,,,,,,,
오산천4,2023-01-16,,,,,,,,,,,
오산천6,2023-01-16,,,,,,,,,,,
옥동천3,2023-01-16,,,,,,,,,,,
왕숙천6,2023-01-16,,,,,,,,,,,
왜관,2023-01-16,정량한계미만,1200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
운계천,2023-01-16,,,,,,,,,,,
원주,2023-01-16,,,,,,,,,,,
의암댐,2023-01-16,정량한계미만,332,,,,,,,,,
이포,2023-01-16,정량한계미만,6800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
인북천1,2023-01-16,,,,,,,,,,,
임진강3,2023-01-16,,,,,,,,,,,
임진강6,2023-01-16,,,,,,,,,,,
적성,2023-01-16,정량한계미만,32000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천4,2023-01-16,,,,,,,,,,,
조양강,2023-01-16,,,,,,,,,,,
조종천4,2023-01-16,,,,,,,,,,,
주천강3,2023-01-16,,,,,,,,,,,
중랑천3,2023-01-16,,,,,,,,,,,
중원,2023-01-16,,,,,,,,,,,
진위천1,2023-01-16,,,,,,,,,,,
진위천2,2023-01-16,,,,,,,,,,,
진위천5,2023-01-16,,,,,,,,,,,
진위천6,2023-01-16,,,,,,,,,,,
청미천6,2023-01-16,,,,,,,,,,,
청평,2023-01-16,,,,,,,,,,,
춘성교,2023-01-16,,,,,,,,,,,
춘천1,2023-01-16,,,,,,,,,,,
충주,2023-01-16,,,,,,,,,,,
충주댐,2023-01-16,정량한계미만,13,,,,,,,,,
칠곡,2023-01-16,정량한계미만,6400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
탄천5,2023-01-16,,,,,,,,,,,
팔당,2023-01-16,,,,,,,,,,,
팔당댐,2023-01-16,정량한계미만,220,,,,,,,,,
평창강5,2023-01-16,,,,,,,,,,,
한탄강1,2023-01-16,,,,,,,,,,,
한탄강5,2023-01-16,,,,,,,,,,,
함안,2023-01-16,정량한계미만,3500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
행주,2023-01-16,,,,,,,,,,,
홍천강3,2023-01-16,,,,,,,,,,,
화천,2023-01-16,,,,,,,,,,,
황구지천1,2023-01-16,,,,,,,,,,,
황구지천2,2023-01-16,,,,,,,,,,,
황구지천4,2023-01-16,,,,,,,,,,,
황구지천5,2023-01-16,,,,,,,,,,,
황구지천6,2023-01-16,,,,,,,,,,,
흑천3,2023-01-16,,,,,,,,,,,
감이천,2023-01-17,,,,,,,,,,,
경안천4,2023-01-17,,,,,,,,,,,
경안천8,2023-01-17,,,,,,,,,,,
경호강1,2023-01-17,정량한계미만,5700,,,,,,,,,
경호강2,2023-01-17,정량한계미만,15000,,,,,,,,,
고막원천1,2023-01-17,,,,,,,,,,,
고정천,2023-01-17,,,,,,,,,,,
고현천,2023-01-17,0,2600,,,,,,,,,
곤지암천1,2023-01-17,,,,,,,,,,,
곤지암천2,2023-01-17,,,,,,,,,,,
공릉천1,2023-01-17,,,,,,,,,,,
공릉천3,2023-01-17,,,,,,,,,,,
광산천1,2023-01-17,,,,,,,,,,,
광산천2,2023-01-17,,,,,,,,,,,
구산천,2023-01-17,,,,,,,,,,,
금당천1,2023-01-17,,,,,,,,,,,
금천,2023-01-17,,,,,,,,,,,
금천,2023-01-17,,,,,,,,,,,
대촌천,2023-01-17,,,,,,,,,,,
돌산천,2023-01-17,정량한계미만,5000,,,,,,,,,
동강1,2023-01-17,,,,,,,,,,,
동창천2,2023-01-17,,,,,,,,,,,
마포천,2023-01-17,,,,,,,,,,,
망월천,2023-01-17,,,,,,,,,,,
무안천,2023-01-17,,,,,,,,,,,
밀양강1,2023-01-17,,,,,,,,,,,
반변천2,2023-01-17,,,,,,,,,,,
병성천,2023-01-17,정량한계미만,20000,,,,,,,,,
보성강4,2023-01-17,정량한계미만,1400,,,,,,,,,
복하천1,2023-01-17,,,,,,,,,,,
복하천4,2023-01-17,,,,,,,,,,,
부일천,2023-01-17,,,,,,,,,,,
삼랑진1,2023-01-17,,,,,,,,,,,
삼산천,2023-01-17,,,,,,,,,,,
삼포천1,2023-01-17,,,,,,,,,,,
상주2,2023-01-17,정량한계미만,4200,,,,,,,,,
석교천,2023-01-17,정량한계미만,1100,,,,,,,,,
설문천,2023-01-17,,,,,,,,,,,
송천1,2023-01-17,,,,,,,,,,,
식지천,2023-01-17,,,,,,,,,,,
양재천1,2023-01-17,,,,,,,,,,,
양화천1,2023-01-17,,,,,,,,,,,
양화천3,2023-01-17,,,,,,,,,,,
어천1,2023-01-17,,,,,,,,,,,
영강3,2023-01-17,정량한계미만,11000,,,,,,,,,
오사리,2023-01-17,,,,,,,,,,,
용전천2,2023-01-17,,,,,,,,,,,
원심천,2023-01-17,,,,,,,,,,,
위천3,2023-01-17,,,,,,,,,,,
이안천,2023-01-17,정량한계미만,3900,,,,,,,,,
장성천1,2023-01-17,,,,,,,,,,,
장진천,2023-01-17,,,,,,,,,,,
제천천1,2023-01-17,,,,,,,,,,,
주천강,2023-01-17,,,,,,,,,,,
주항천,2023-01-17,,,,,,,,,,,
창릉천1,2023-01-17,,,,,,,,,,,
창릉천2,2023-01-17,,,,,,,,,,,
초이천,2023-01-17,,,,,,,,,,,
학의천,2023-01-17,,,,,,,,,,,
화원나루,2023-01-17,정량한계미만,7600,,,,,,,,,
화포천,2023-01-17,정량한계미만,49000,,,,,,,,,
황강3,2023-01-17,,,,,,,,,,,
황둔천,2023-01-17,,,,,,,,,,,
가막,2023-01-17,,,,,,,,,,,
고막원천4,2023-01-17,,,,,,,,,,,
구량천,2023-01-17,,,,,,,,,,,
금상천,2023-01-17,,,,,,,,,,,
남원천,2023-01-17,,,,,,,,,,,
무안2,2023-01-17,0,10,,,,,,,,,
무주남대천3,2023-01-17,,,,,,,,,,,
보청천3,2023-01-17,,,,,,,,,,,
부리,2023-01-17,,,,,,,,,,,
삼포천2,2023-01-17,,,,,,,,,,,
상곡천,2023-01-17,,,,,,,,,,,
안동5,2023-01-17,,5300,,,,,,,,,
영산포2,2023-01-17,,,,,,,,,,,
영암천2,2023-01-17,,,,,,,,,,,
용담,2023-01-17,,,,,,,,,,,
이원,2023-01-17,,,,,,,,,,,
정자천,2023-01-17,,,,,,,,,,,
제원2,2023-01-17,,,,,,,,,,,
주암댐,2023-01-17,0,9,,,,,,,,,
초강2,2023-01-17,,,,,,,,,,,
추풍천,2023-01-17,,,,,,,,,,,
함평,2023-01-17,,,,,,,,,,,
함평천3,2023-01-17,,,,,,,,,,,
고령,2023-01-17,정량한계미만,2900,,,,,,,,,
남지,2023-01-17,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
내성천5,2023-01-17,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
달성,2023-01-17,,,,,,,,,,,
도산,2023-01-17,정량한계미만,13000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
반변천4,2023-01-17,정량한계미만,6400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
산곡,2023-01-17,,,,,,,,,,,
삼랑진2,2023-01-17,정량한계미만,4800,,,,,,,,,
상주1,2023-01-17,,,,,,,,,,,
상주3,2023-01-17,정량한계미만,700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
성주,2023-01-17,,,,,,,,,,,
창녕,2023-01-17,정량한계미만,430,,,,,,,,,
하남,2023-01-17,정량한계미만,860,,,,,,,,,
학성,2023-01-17,정량한계미만,72,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
경안천11,2023-01-18,정량한계미만,13000,,,,,,,,,
경안천2,2023-01-18,정량한계미만,42000,,,,,,,,,
경안천3,2023-01-18,정량한계미만,46000,,,,,,,,,
경안천5,2023-01-18,정량한계미만,64000,,,,,,,,,
경안천7,2023-01-18,정량한계미만,63000,,,,,,,,,
경호천,2023-01-18,,,,,,,,,,,
계성천,2023-01-18,정량한계미만,5000,,,,,,,,,
계양천,2023-01-18,,,,,,,,,,,
곡정천,2023-01-18,,,,,,,,,,,
골포천,2023-01-18,,,,,,,,,,,
광려천2,2023-01-18,,,,,,,,,,,
굴포천1,2023-01-18,,,,,,,,,,,
굴포천3,2023-01-18,,,,,,,,,,,
금호강1,2023-01-18,정량한계미만,140,,,,,,,,,
금호강4,2023-01-18,,,,,,,,,,,
길안천1,2023-01-18,,,,,,,,,,,
나진포천,2023-01-18,,,,,,,,,,,
낙동강하구언1,2023-01-18,,,,,,,,,,,
낙동강하구언2,2023-01-18,,,,,,,,,,,
단양천,2023-01-18,,,,,,,,,,,
대가천1,2023-01-18,,,,,,,,,,,
대가천2,2023-01-18,,,,,,,,,,,
대가천3,2023-01-18,,,,,,,,,,,
대강,2023-01-18,,,,,,,,,,,
동달천,2023-01-18,,,,,,,,,,,
만대천,2023-01-18,,,,,,,,,,,
무도천,2023-01-18,,,,,,,,,,,
문산천1,2023-01-18,,,,,,,,,,,
백천1,2023-01-18,,,,,,,,,,,
병보천,2023-01-18,,,,,,,,,,,
보성강2,2023-01-18,,,,,,,,,,,
복계천,2023-01-18,,,,,,,,,,,
봉곡천,2023-01-18,,,,,,,,,,,
봉선사천,2023-01-18,,,,,,,,,,,
부기천,2023-01-18,,,,,,,,,,,
사미천,2023-01-18,,,,,,,,,,,
석관천,2023-01-18,,,,,,,,,,,
신천2,2023-01-18,,,,,,,,,,,
신천4,2023-01-18,,,,,,,,,,,
오갑천,2023-01-18,,,,,,,,,,,
옥계천,2023-01-18,,,,,,,,,,,
왕숙천1,2023-01-18,,,,,,,,,,,
왕숙천4,2023-01-18,,,,,,,,,,,
요천1,2023-01-18,,,,,,,,,,,
용계천,2023-01-18,,,,,,,,,,,
용암천,2023-01-18,,,,,,,,,,,
용전천1,2023-01-18,정량한계미만,630,,,,,,,,,
욱수천,2023-01-18,,,,,,,,,,,
원서천2,2023-01-18,,,,,,,,,,,
응천,2023-01-18,,,,,,,,,,,
주진천1,2023-01-18,정량한계미만,5200,,,,,,,,,
주진천2,2023-01-18,정량한계미만,3800,,,,,,,,,
중랑천1,2023-01-18,,,,,,,,,,,
지촌천,2023-01-18,,,,,,,,,,,
청미천1,2023-01-18,,,,,,,,,,,
청미천3,2023-01-18,,,,,,,,,,,
청미천5,2023-01-18,,,,,,,,,,,
추령천,2023-01-18,,,,,,,,,,,
토일천,2023-01-18,,,,,,,,,,,
팔거천1,2023-01-18,,,,,,,,,,,
평창강3,2023-01-18,,,,,,,,,,,
하수남천,2023-01-18,,,,,,,,,,,
한천1,2023-01-18,,,,,,,,,,,
황지3,2023-01-18,,,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,0.0003,0.00209,
회룡천,2023-01-18,,,,,,,,,,,
관촌,2023-01-18,,,,,,,,,,,
대청,2023-01-18,,,,,,,,,,,
만봉천,2023-01-18,,,,,,,,,,,
무심천1,2023-01-18,,,,,,,,,,,
무심천3,2023-01-18,,,,,,,,,,,
문평천,2023-01-18,,,,,,,,,,,
미호강2,2023-01-18,,,,,,,,,,,
미호강5,2023-01-18,,,,,,,,,,,
미호강9,2023-01-18,,,,,,,,,,,
백천,2023-01-18,,,,,,,,,,,
병천천1,2023-01-18,,,,,,,,,,,
보강천1,2023-01-18,,,,,,,,,,,
석남천,2023-01-18,,,,,,,,,,,
성암천,2023-01-18,,,,,,,,,,,
세종1,2023-01-18,,,,,,,,,,,
영산천,2023-01-18,,,,,,,,,,,
오수천2,2023-01-18,,,,,,,,,,,
요천3,2023-01-18,0,50,,,,,,,,,
용두천,2023-01-18,,,,,,,,,,,
용호천,2023-01-18,,,,,,,,,,,
유등천1,2023-01-18,,,,,,,,,,,
임실,2023-01-18,,,,,,,,,,,
장성천2,2023-01-18,,,,,,,,,,,
조천2,2023-01-18,,,,,,,,,,,
탐진강4,2023-01-18,,,,,,,,,,,
탐진강5,2023-01-18,0,115,,,,,,,,,
한천,2023-01-18,,,,,,,,,,,
갑천6,2023-01-18,정량한계미만,5000,,,,,,,,,
경안천9,2023-01-18,정량한계미만,47000,,,,,,,,,
광주1,2023-01-18,정량한계미만,1200,,,,,,,,,
광주2,2023-01-18,정량한계미만,14000,,,,,,,,,
광주3,2023-01-18,정량한계미만,12000,,,,,,,,,
구례,2023-01-18,정량한계미만,220,,,,,,,,,
구포,2023-01-18,정량한계미만,4300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금강천1,2023-01-18,,,,,,,,,,,
담양,2023-01-18,정량한계미만,2000,,,,,,,,,
무안1,2023-01-18,정량한계미만,92,,,,,,,,,
미호강10,2023-01-18,정량한계미만,3300,,,,,,,,,
보성강7,2023-01-18,정량한계미만,36,,,,,,,,,
부강,2023-01-18,정량한계미만,500,,,,,,,,,
안성천3,2023-01-18,정량한계미만,33000,,,,,,,,,
영산포1,2023-01-18,정량한계미만,1800,,,,,,,,,
옴천천2,2023-01-18,,,,,,,,,,,
유치천1,2023-01-18,,,,,,,,,,,
탐진강1,2023-01-18,,,,,,,,,,,
하동,2023-01-18,정량한계미만,100,,,,,,,,,
형산강5,2023-01-18,정량한계미만,70,,,,,,,,,
가정천,2023-01-19,,,,,,,,,,,
가정천,2023-01-19,,,,,,,,,,,
강진천,2023-01-19,정량한계미만,600,,,,,,,,,
곡수천1,2023-01-19,,,,,,,,,,,
구룡천,2023-01-19,,,,,,,,,,,
구운천1,2023-01-19,,,,,,,,,,,
굴지천,2023-01-19,,,,,,,,,,,
금계천1,2023-01-19,,,,,,,,,,,
금사천,2023-01-19,,,,,,,,,,,
금호강2,2023-01-19,,,,,,,,,,,
금호강5,2023-01-19,정량한계미만,160,,,,,,,,,
금호강6,2023-01-19,정량한계미만,510,,,,,,,,,
금호강7,2023-01-19,정량한계미만,570,,,,,,,,,
남강1,2023-01-19,,,,,,,,,,,
남강4,2023-01-19,,,,,,,,,,,
내성천2,2023-01-19,정량한계미만,4800,,,,,,,,,
단장천1,2023-01-19,,,,,,,,,,,
단장천3,2023-01-19,,,,,,,,,,,
달천1,2023-01-19,,,,,,,,,,,
달천3,2023-01-19,,,,,,,,,,,
대암리,2023-01-19,정량한계미만,3100,,,,,,,,,
덕천강3,2023-01-19,,,,,,,,,,,
동막천,2023-01-19,,,,,,,,,,,
동창천1,2023-01-19,정량한계미만,1500,,,,,,,,,
말지천,2023-01-19,,,,,,,,,,,
목감천2,2023-01-19,,,,,,,,,,,
목현천,2023-01-19,,,,,,,,,,,
무갑천,2023-01-19,,,,,,,,,,,
문호천,2023-01-19,,,,,,,,,,,
미천,2023-01-19,정량한계미만,1000,,,,,,,,,
밀양강4,2023-01-19,정량한계미만,35000,,,,,,,,,
보성강5,2023-01-19,,,,,,,,,,,
북면,2023-01-19,,,,,,,,,,,
사탄천,2023-01-19,,,,,,,,,,,
산본천,2023-01-19,,,,,,,,,,,
석포1,2023-01-19,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포2,2023-01-19,정량한계미만,25,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포3,2023-01-19,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포4,2023-01-19,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
섬강1,2023-01-19,,,,,,,,,,,
성덕천,2023-01-19,,,,,,,,,,,
소호천,2023-01-19,,,,,,,,,,,
송야천,2023-01-19,,,,,,,,,,,
순천동천1,2023-01-19,정량한계미만,130,,,,,,,,,
순천동천2,2023-01-19,정량한계미만,780,,,,,,,,,
순천동천3,2023-01-19,정량한계미만,23000,,,,,,,,,
신령천,2023-01-19,,,,,,,,,,,
악양,2023-01-19,,,,,,,,,,,
안망천,2023-01-19,,,,,,,,,,,
안양천1,2023-01-19,,,,,,,,,,,
안양천3,2023-01-19,,,,,,,,,,,
안양천7,2023-01-19,,,,,,,,,,,
안양천8,2023-01-19,,,,,,,,,,,
연초천2,2023-01-19,정량한계미만,3900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영암천1,2023-01-19,정량한계미만,2900,,,,,,,,,
영천강1,2023-01-19,,,,,,,,,,,
오봉천,2023-01-19,,,,,,,,,,,
오산천1,2023-01-19,,,,,,,,,,,
오산천2,2023-01-19,,,,,,,,,,,
용담천,2023-01-19,,,,,,,,,,,
용산,2023-01-19,정량한계미만,7400,,,,,,,,,
위천5,2023-01-19,정량한계미만,260,,,,,,,,,
음성천1,2023-01-19,,,,,,,,,,,
이리천,2023-01-19,,,,,,,,,,,
이사천2,2023-01-19,,,,,,,,,,,
임진강2,2023-01-19,,,,,,,,,,,
임천,2023-01-19,정량한계미만,11000,,,,,,,,,
자호천,2023-01-19,,,,,,,,,,,
조종천3,2023-01-19,,,,,,,,,,,
중방대천,2023-01-19,,,,,,,,,,,
진전천,2023-01-19,정량한계미만,860,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
차천,2023-01-19,정량한계미만,15000,,,,,,,,,
청통천,2023-01-19,,,,,,,,,,,
추곡천,2023-01-19,,,,,,,,,,,
탄천2,2023-01-19,,,,,,,,,,,
풍산천,2023-01-19,,,,,,,,,,,
한탄강2,2023-01-19,정량한계미만,22000,,,,,,,,,
한탄강3,2023-01-19,정량한계미만,7400,,,,,,,,,
한탄강4,2023-01-19,정량한계미만,5300,,,,,,,,,
합천,2023-01-19,정량한계미만,790,,,,,,,,,
회천3,2023-01-19,정량한계미만,910,,,,,,,,,
흑천2,2023-01-19,,,,,,,,,,,
강경,2023-01-19,,,,,,,,,,,
계산,2023-01-19,,,,,,,,,,,
금강갑문,2023-01-19,,,,,,,,,,,
금천,2023-01-19,,,,,,,,,,,
길산천2,2023-01-19,,,,,,,,,,,
노성천1,2023-01-19,,,,,,,,,,,
논산천1,2023-01-19,,,,,,,,,,,
대교천2,2023-01-19,,,,,,,,,,,
동복천2,2023-01-19,,,,,,,,,,,
목면,2023-01-19,,,,,,,,,,,
산북천,2023-01-19,,,,,,,,,,,
석성천1,2023-01-19,,,,,,,,,,,
석성천3,2023-01-19,,,,,,,,,,,
세종2,2023-01-19,,,,,,,,,,,
연산천,2023-01-19,,,,,,,,,,,
용수천1,2023-01-19,,,,,,,,,,,
용수천2,2023-01-19,,,,,,,,,,,
유구천,2023-01-19,,,,,,,,,,,
정동,2023-01-19,,,,,,,,,,,
정안천,2023-01-19,,,,,,,,,,,
지천2,2023-01-19,,,,,,,,,,,
천안천3,2023-01-19,,,,,,,,,,,
가양,2023-01-19,정량한계미만,170000,,,,,,,,,
계수천,2023-01-19,,,,,,,,,,,
곡교천2,2023-01-19,정량한계미만,32000,,,,,,,,,
남천,2023-01-19,,,,,,,,,,,
논산천4,2023-01-19,정량한계미만,680,,,,,,,,,
동복천1,2023-01-19,,,,,,,,,,,
보성강1,2023-01-19,,,,,,,,,,,
수홍천,2023-01-19,,,,,,,,,,,
연기,2023-01-19,정량한계미만,420,,,,,,,,,
오수천1,2023-01-19,,,,,,,,,,,
옥택천,2023-01-19,,,,,,,,,,,
율천,2023-01-19,,,,,,,,,,,
임진강7,2023-01-19,,,,,,,,,,,
치천,2023-01-19,,,,,,,,,,,
후곡천,2023-01-19,,,,,,,,,,,
곰나루,2023-01-25,,360,,,,,,,,,
공주2,2023-01-25,,,,,,,,,,,
부여1,2023-01-25,정량한계미만,30,,,,,,,,,
부여2,2023-01-25,,,,,,,,,,,
성동,2023-01-25,,10,,,,,,,,,
양화,2023-01-25,,10,,,,,,,,,
가양,2023-01-25,,,,,,,,,,,
가평천3,2023-01-25,,,,,,,,,,,
강상,2023-01-25,,,,,,,,,,,
강천,2023-01-25,,,,,,,,,,,
경안천10,2023-01-25,,,,,,,,,,,
경안천6,2023-01-25,,,,,,,,,,,
경안천9,2023-01-25,정량한계미만,13000,,,,,,,,,
곡수천2,2023-01-25,,,,,,,,,,,
공릉천5,2023-01-25,,,,,,,,,,,
관리천,2023-01-25,,,,,,,,,,,
구운천2,2023-01-25,,,,,,,,,,,
구의,2023-01-25,,,,,,,,,,,
굴포천4,2023-01-25,,,,,,,,,,,
금당천2,2023-01-25,,,,,,,,,,,
금호강8,2023-01-25,정량한계미만,20000,,,,,,,,,
낙단,2023-01-25,,,,,,,,,,,
남강7,2023-01-25,,,,,,,,,,,
내린천2,2023-01-25,,,,,,,,,,,
내성천5,2023-01-25,정량한계미만,2700,,,,,,,,,
노량진,2023-01-25,정량한계미만,3200,,,,,,,,,
논공,2023-01-25,정량한계미만,820,,,,,,,,,
다사,2023-01-25,,,,,,,,,,,
단성,2023-01-25,,,,,,,,,,,
달천6,2023-01-25,,,,,,,,,,,
달천7,2023-01-25,정량한계미만,22,,,,,,,,,
달천8,2023-01-25,,,,,,,,,,,
대신,2023-01-25,,,,,,,,,,,
덕곡,2023-01-25,정량한계미만,530,,,,,,,,,
덕은리,2023-01-25,,,,,,,,,,,
도남,2023-01-25,,,,,,,,,,,
도산,2023-01-25,정량한계미만,200,,,,,,,,,
목행대교,2023-01-25,,,,,,,,,,,
묵현천,2023-01-25,,,,,,,,,,,
문산천4,2023-01-25,,,,,,,,,,,
물금,2023-01-25,정량한계미만,880,,,,,,,,,
반변천4,2023-01-25,정량한계미만,960,,,,,,,,,
벽계천2,2023-01-25,,,,,,,,,,,
복하천6,2023-01-25,,,,,,,,,,,
산곡,2023-01-25,,,,,,,,,,,
삼봉리,2023-01-25,,,,,,,,,,,
상주1,2023-01-25,,,,,,,,,,,
상주3,2023-01-25,정량한계미만,600,,,,,,,,,
선산,2023-01-25,,,,,,,,,,,
섬강3,2023-01-25,,,,,,,,,,,
섬강6,2023-01-25,정량한계미만,6000,,,,,,,,,
성은천,2023-01-25,,,,,,,,,,,
소양강2,2023-01-25,정량한계미만,21,,,,,,,,,
신천5,2023-01-25,,,,,,,,,,,
안동1,2023-01-25,정량한계미만,65,,,,,,,,,
안동2,2023-01-25,,,,,,,,,,,
안동3,2023-01-25,정량한계미만,220,,,,,,,,,
안동4,2023-01-25,,,,,,,,,,,
안성천3,2023-01-25,,,,,,,,,,,
안양천9,2023-01-25,,,,,,,,,,,
양화천4,2023-01-25,,,,,,,,,,,
여주1,2023-01-25,,,,,,,,,,,
여주2,2023-01-25,,,,,,,,,,,
영월2,2023-01-25,정량한계미만,32,,,,,,,,,
영춘,2023-01-25,,,,,,,,,,,
영평천3,2023-01-25,,,,,,,,,,,
예천1,2023-01-25,,,,,,,,,,,
예천2,2023-01-25,,,,,,,,,,,
오대천3,2023-01-25,,,,,,,,,,,
오산천2,2023-01-25,,,,,,,,,,,
오산천4,2023-01-25,,,,,,,,,,,
오산천6,2023-01-25,,,,,,,,,,,
옥동천3,2023-01-25,,,,,,,,,,,
왕숙천6,2023-01-25,,,,,,,,,,,
왜관,2023-01-25,정량한계미만,700,,,,,,,,,
운계천,2023-01-25,,,,,,,,,,,
원주,2023-01-25,,,,,,,,,,,
의암댐,2023-01-25,정량한계미만,27,,,,,,,,,
이포,2023-01-25,,,,,,,,,,,
인북천1,2023-01-25,,,,,,,,,,,
임진강3,2023-01-25,,,,,,,,,,,
임진강6,2023-01-25,,,,,,,,,,,
임진강7,2023-01-25,,,,,,,,,,,
적성,2023-01-25,정량한계미만,380,,,,,,,,,
제천천4,2023-01-25,,,,,,,,,,,
조양강,2023-01-25,,,,,,,,,,,
조종천4,2023-01-25,,,,,,,,,,,
주천강3,2023-01-25,,,,,,,,,,,
중랑천3,2023-01-25,,,,,,,,,,,
중원,2023-01-25,,,,,,,,,,,
