place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
용수천2,2023-05-09,,,,,,,,,,,
용암,2023-05-09,,,,,,,,,,,
원심천,2023-05-09,,,,,,,,,,,
월하천,2023-05-09,정량한계미만,560,,,,,,,,,
유구천,2023-05-09,,,,,,,,,,,
유동천2,2023-05-09,0,816,,,,,,,,,
이안천,2023-05-09,정량한계미만,52000,,,,,,,,,
작동교,2023-05-09,0,76,,,,,,,,,
장성천1,2023-05-09,,,,,,,,,,,
장진천,2023-05-09,,,,,,,,,,,
정동,2023-05-09,,,,,,,,,,,
정안천,2023-05-09,,,,,,,,,,,
제천천1,2023-05-09,,,,,,,,,,,
죽장천,2023-05-09,0,56,,,,,,,,,
지천2,2023-05-09,,,,,,,,,,,
지헌,2023-05-09,정량한계미만,770,,,,,,,,,
진위천3,2023-05-09,정량한계미만,30000,,,,,,,,,
진위천4,2023-05-09,정량한계미만,310000,,,,,,,,,
창릉천1,2023-05-09,,,,,,,,,,,
창릉천2,2023-05-09,,,,,,,,,,,
청도천1,2023-05-09,,,,,,,,,,,
청도천2,2023-05-09,정량한계미만,67000,,,,,,,,,
청미천2,2023-05-09,정량한계미만,69000,,,,,,,,,
청미천4,2023-05-09,정량한계미만,27000,,,,,,,,,
초이천,2023-05-09,,,,,,,,,,,
토평천2,2023-05-09,정량한계미만,89000,,,,,,,,,
하빈천,2023-05-09,,,,,,,,,,,
하잠교,2023-05-09,0,46,,,,,,,,,
학의천,2023-05-09,,,,,,,,,,,
한천2,2023-05-09,,,,,,,,,,,
함평,2023-05-09,0,2100,,,,,,,,,
함평천3,2023-05-09,,,,,,,,,,,
화원나루,2023-05-09,정량한계미만,20000,,,,,,,,,
황강1,2023-05-09,정량한계미만,28000,,,,,,,,,
황강6,2023-05-09,정량한계미만,29000,,,,,,,,,
황둔천,2023-05-09,,,,,,,,,,,
경안천9,2023-05-09,정량한계미만,60000,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
고령,2023-05-09,정량한계미만,1020,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광주1,2023-05-09,정량한계미만,11000,,,,,,,,,
광주2,2023-05-09,정량한계미만,94000,,,,,,,,,
광주3,2023-05-09,정량한계미만,150000,,,,,,,,,
구례,2023-05-09,정량한계미만,2100,,,,,,,,,
금호강8,2023-05-09,정량한계미만,65000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
남강7,2023-05-09,정량한계미만,51000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
남지,2023-05-09,정량한계미만,67000,,,,,,,,,
논산천4,2023-05-09,정량한계미만,3300,,,,,,,,,
달성,2023-05-09,정량한계미만,880,,,,,,,,,
담양,2023-05-09,정량한계미만,5200,,,,,,,,,
무안1,2023-05-09,정량한계미만,2200,,,,,,,,,
무안2,2023-05-09,0,42,0,0,0.00014,0,0.00116,0.0000016,,,
물금,2023-05-09,정량한계미만,27000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
보성강7,2023-05-09,정량한계미만,2400,,,,,,,,,
산곡,2023-05-09,정량한계미만,180,,,,,,,,,
삼랑진2,2023-05-09,정량한계미만,34000,,,,,,,,,
상주1,2023-05-09,정량한계미만,480,,,,,,,,,
성주,2023-05-09,정량한계미만,340,,,,,,,,,
연기,2023-05-09,정량한계미만,41000,,,,,,,,,
영산포1,2023-05-09,정량한계미만,8000,,,,,,,,,
옥동천1,2023-05-09,,,,,,,,,,,
창녕,2023-05-09,정량한계미만,3400,,,,,,,,,
하남,2023-05-09,정량한계미만,25000,,,,,,,,,
하동,2023-05-09,정량한계미만,840,,,,,,,,,
함안,2023-05-09,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
가곡천,2023-05-10,정량한계미만,6,,,,,,,,,
가대천,2023-05-10,정량한계미만,350,,,,,,,,,
고부천3,2023-05-10,,,,,,,,,,,
고산,2023-05-10,정량한계미만,4000,,,,,,,,,
곤지암천3,2023-05-10,정량한계미만,30000,,,,,,,,,
골포천,2023-05-10,,,,,,,,,,,
남강1,2023-05-10,,,,,,,,,,,
남강4,2023-05-10,,,,,,,,,,,
남강6,2023-05-10,,4000,,,,,,,,,
내성천2,2023-05-10,정량한계미만,18000,,,,,,,,,
단장천1,2023-05-10,,,,,,,,,,,
단장천3,2023-05-10,,,,,,,,,,,
대암리,2023-05-10,정량한계미만,14000,,,,,,,,,
덕계천,2023-05-10,,9600,,,,,,,,,
덕천강3,2023-05-10,,,,,,,,,,,
덕풍천,2023-05-10,정량한계미만,110000,,,,,,,,,
돌산천,2023-05-10,정량한계미만,26000,,,,,,,,,
동창천1,2023-05-10,정량한계미만,5200,,,,,,,,,
말지천,2023-05-10,,,,,,,,,,,
문산천2,2023-05-10,정량한계미만,9200,,,,,,,,,
문산천3,2023-05-10,정량한계미만,16000,,,,,,,,,
미천,2023-05-10,정량한계미만,35000,,,,,,,,,
밀양강4,2023-05-10,정량한계미만,34000,,,,,,,,,
북면,2023-05-10,,,,,,,,,,,
사직,2023-05-10,정량한계미만,124,,,,,,,,,
삼례,2023-05-10,정량한계미만,10000,,,,,,,,,
삼척,2023-05-10,정량한계미만,44,,,,,,,,,
소호천,2023-05-10,,,,,,,,,,,
송야천,2023-05-10,,,,,,,,,,,
안망천,2023-05-10,,,,,,,,,,,
앙성천,2023-05-10,정량한계미만,3500,,,,,,,,,
양산천1,2023-05-10,,620,,,,,,,,,
양산천2,2023-05-10,,2900,,,,,,,,,
연초천2,2023-05-10,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
영강1,2023-05-10,정량한계미만,5400,,,,,,,,,
영강2,2023-05-10,정량한계미만,9200,,,,,,,,,
영덕천,2023-05-10,정량한계미만,780,,,,,,,,,
영천강1,2023-05-10,,,,,,,,,,,
오봉천,2023-05-10,,,,,,,,,,,
용산,2023-05-10,정량한계미만,15000,,,,,,,,,
원서천1,2023-05-10,정량한계미만,2400,,,,,,,,,
원평천3,2023-05-10,,,,,,,,,,,
위천1,2023-05-10,0,230,,,,,,,,,
위천5,2023-05-10,정량한계미만,4300,,,,,,,,,
익산천1,2023-05-10,정량한계미만,28000,,,,,,,,,
익산천2,2023-05-10,정량한계미만,62000,,,,,,,,,
익산천3,2023-05-10,정량한계미만,39000,,,,,,,,,
임진강4,2023-05-10,정량한계미만,2200,,,,,,,,,
임진강5,2023-05-10,정량한계미만,3500,,,,,,,,,
임천,2023-05-10,정량한계미만,32000,,,,,,,,,
장평천,2023-05-10,정량한계미만,1300,,,,,,,,,
전주,2023-05-10,,,,,,,,,,,
전주천7,2023-05-10,,,,,,,,,,,
정읍천4,2023-05-10,,,,,,,,,,,
죽령천,2023-05-10,정량한계미만,230,,,,,,,,,
진전천,2023-05-10,정량한계미만,3800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
차천,2023-05-10,정량한계미만,220000,,,,,,,,,
천안천3,2023-05-10,,,,,,,,,,,
탄천1,2023-05-10,정량한계미만,110000,,,,,,,,,
탄천3,2023-05-10,정량한계미만,56000,,,,,,,,,
탄천4,2023-05-10,정량한계미만,64000,,,,,,,,,
탑천,2023-05-10,,,,,,,,,,,
풍산천,2023-05-10,,,,,,,,,,,
함안천1,2023-05-10,,2000,,,,,,,,,
함안천2,2023-05-10,,1800,,,,,,,,,
합천,2023-05-10,정량한계미만,13000,,,,,,,,,
형산강6,2023-05-10,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
회룡천,2023-05-10,,,,,,,,,,,
회천3,2023-05-10,정량한계미만,30000,,,,,,,,,
흑천1,2023-05-10,정량한계미만,9400,,,,,,,,,
가양,2023-05-10,정량한계미만,30000,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곡교천2,2023-05-10,정량한계미만,39000,,,,,,,,,
곰나루,2023-05-10,,36,,,,,,,,,
공주2,2023-05-10,,22,,,,,,,,,
구포,2023-05-10,정량한계미만,48000,,,,,,,,,
김제,2023-05-10,정량한계미만,770,,,,,,,,,
내린천2,2023-05-10,,,,,,,,,,,
달천6,2023-05-10,,,,,,,,,,,
달천8,2023-05-10,정량한계미만,3200,,,,,,,,,
동진강3,2023-05-10,정량한계미만,610,,,,,,,,,
복하천6,2023-05-10,,,,,,,,,,,
부여1,2023-05-10,정량한계미만,19,,,,,,,,,
부여2,2023-05-10,,11,,,,,,,,,
성동,2023-05-10,,18,,,,,,,,,
성은천,2023-05-10,,,,,,,,,,,
신천5,2023-05-10,,,,,,,,,,,
양화,2023-05-10,,15,,,,,,,,,
양화천4,2023-05-10,정량한계미만,1300,,,,,,,,,
영평천3,2023-05-10,,,,,,,,,,,
오대천3,2023-05-10,정량한계미만,220,,,,,,,,,
오산천2,2023-05-10,,,,,,,,,,,
오산천4,2023-05-10,,,,,,,,,,,
오산천6,2023-05-10,,,,,,,,,,,
옥동천3,2023-05-10,정량한계미만,160,,,,,,,,,
인북천1,2023-05-10,,,,,,,,,,,
임진강6,2023-05-10,,,,,,,,,,,
임진강7,2023-05-10,정량한계미만,26000,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
조양강,2023-05-10,정량한계미만,30,,,,,,,,,
주천강3,2023-05-10,정량한계미만,410,,,,,,,,,
진위천1,2023-05-10,,,,,,,,,,,
진위천2,2023-05-10,,,,,,,,,,,
청미천6,2023-05-10,정량한계미만,800,,,,,,,,,
춘천1,2023-05-10,,,,,,,,,,,
평창강5,2023-05-10,정량한계미만,33,,,,,,,,,
한탄강1,2023-05-10,,,,,,,,,,,
형산강5,2023-05-10,정량한계미만,640,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
홍천강3,2023-05-10,,,,,,,,,,,
화천,2023-05-10,,,,,,,,,,,
황지3,2023-05-10,,,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,0.00216,
가막,2023-05-11,,,,,,,,,,,
가야천,2023-05-11,,18000,,,,,,,,,
경안천1,2023-05-11,정량한계미만,6400,,,,,,,,,
경호천,2023-05-11,,,,,,,,,,,
계성천,2023-05-11,정량한계미만,37000,,,,,,,,,
계양천,2023-05-11,,,,,,,,,,,
고덕천,2023-05-11,0,2700,,,,,,,,,
골지천4,2023-05-11,정량한계미만,24,,,,,,,,,
관촌,2023-05-11,0,220,,,,,,,,,
광려천2,2023-05-11,,,,,,,,,,,
광하,2023-05-11,정량한계미만,8,,,,,,,,,
구량천,2023-05-11,,,,,,,,,,,
굴포천1,2023-05-11,,,,,,,,,,,
굴포천3,2023-05-11,,,,,,,,,,,
금강천1,2023-05-11,,,,,,,,,,,
금상천,2023-05-11,,,,,,,,,,,
금호강2,2023-05-11,,,,,,,,,,,
금호강4,2023-05-11,,,,,,,,,,,
길안천1,2023-05-11,,,,,,,,,,,
나진포천,2023-05-11,,,,,,,,,,,
낙동강하구언1,2023-05-11,,,,,,,,,,,
낙동강하구언2,2023-05-11,,,,,,,,,,,
남강3,2023-05-11,,14000,,,,,,,,,
남강5,2023-05-11,,5800,,,,,,,,,
남원,2023-05-11,정량한계미만,10000,,,,,,,,,
내황,2023-05-11,정량한계미만,55000,,,,,,,,,
단양천,2023-05-11,,,,,,,,,,,
달천2,2023-05-11,정량한계미만,16,,,,,,,,,
달천4,2023-05-11,정량한계미만,32,,,,,,,,,
달천5,2023-05-11,정량한계미만,26,,,,,,,,,
대가천1,2023-05-11,,,,,,,,,,,
대가천2,2023-05-11,,,,,,,,,,,
대가천3,2023-05-11,,,,,,,,,,,
대강,2023-05-11,,,,,,,,,,,
도림천,2023-05-11,0,76000,,,,,,,,,
동달천,2023-05-11,,,,,,,,,,,
동천,2023-05-11,정량한계미만,6700,,,,,,,,,
만대천,2023-05-11,,,,,,,,,,,
만봉천,2023-05-11,,,,,,,,,,,
명촌,2023-05-11,정량한계미만,3900,,,,,,,,,
목감천1,2023-05-11,0,120000,,,,,,,,,
무도천,2023-05-11,,,,,,,,,,,
무주남대천3,2023-05-11,,,,,,,,,,,
문산천1,2023-05-11,,,,,,,,,,,
문평천,2023-05-11,,,,,,,,,,,
백천1,2023-05-11,,,,,,,,,,,
병보천,2023-05-11,,,,,,,,,,,
보성강2,2023-05-11,,,,,,,,,,,
보청천3,2023-05-11,,,,,,,,,,,
복계천,2023-05-11,,,,,,,,,,,
복하천2,2023-05-11,정량한계미만,42000,,,,,,,,,
복하천3,2023-05-11,정량한계미만,86000,,,,,,,,,
복하천5,2023-05-11,정량한계미만,110000,,,,,,,,,
봉곡천,2023-05-11,,,,,,,,,,,
봉선사천,2023-05-11,,,,,,,,,,,
부기천,2023-05-11,,,,,,,,,,,
부리,2023-05-11,,,,,,,,,,,
사미천,2023-05-11,,,,,,,,,,,
상곡천,2023-05-11,,,,,,,,,,,
석관천,2023-05-11,,,,,,,,,,,
성내천,2023-05-11,0,4800,,,,,,,,,
성북천,2023-05-11,0,24000,,,,,,,,,
송천4,2023-05-11,정량한계미만,10,,,,,,,,,
수동천,2023-05-11,,,,,,,,,,,
신답,2023-05-11,정량한계미만,26000,,,,,,,,,
신령천,2023-05-11,,,,,,,,,,,
신천1,2023-05-11,정량한계미만,92000,,,,,,,,,
신천2,2023-05-11,,,,,,,,,,,
신천3,2023-05-11,정량한계미만,160000,,,,,,,,,
안양천10,2023-05-11,0,25000,,,,,,,,,
양재천2,2023-05-11,0,46000,,,,,,,,,
양화천2,2023-05-11,정량한계미만,98000,,,,,,,,,
어천2,2023-05-11,정량한계미만,6,,,,,,,,,
영덕,2023-05-11,정량한계미만,40,,,,,,,,,
영덕송천,2023-05-11,정량한계미만,120,,,,,,,,,
영산천,2023-05-11,,,,,,,,,,,
오갑천,2023-05-11,,,,,,,,,,,
오수천2,2023-05-11,0,440,,,,,,,,,
옥계천,2023-05-11,,,,,,,,,,,
옴천천2,2023-05-11,,,,,,,,,,,
왕숙천2,2023-05-11,정량한계미만,1400,,,,,,,,,
왕피천,2023-05-11,정량한계미만,230,,,,,,,,,
요천1,2023-05-11,,,,,,,,,,,
요천2,2023-05-11,정량한계미만,10000,,,,,,,,,
용계천,2023-05-11,,,,,,,,,,,
용담,2023-05-11,,,,,,,,,,,
용암천,2023-05-11,,,,,,,,,,,
용전천1,2023-05-11,정량한계미만,13000,,,,,,,,,
우이천,2023-05-11,0,6800,,,,,,,,,
욱수천,2023-05-11,,,,,,,,,,,
원서천2,2023-05-11,,,,,,,,,,,
유치천1,2023-05-11,,,,,,,,,,,
응천,2023-05-11,,,,,,,,,,,
의령천,2023-05-11,,3000,,,,,,,,,
이원,2023-05-11,,,,,,,,,,,
임실,2023-05-11,0,120,,,,,,,,,
자호천,2023-05-11,,,,,,,,,,,
장성천2,2023-05-11,,,,,,,,,,,
정릉천,2023-05-11,0,6000,,,,,,,,,
정선1,2023-05-11,정량한계미만,22,,,,,,,,,
정선2,2023-05-11,정량한계미만,22,,,,,,,,,
정자천,2023-05-11,,,,,,,,,,,
제원2,2023-05-11,,,,,,,,,,,
제일(A),2023-05-11,정량한계미만,10000,,,,,,,,,
중랑천2,2023-05-11,정량한계미만,3500,,,,,,,,,
중랑천4,2023-05-11,0,33000,,,,,,,,,
중랑천5,2023-05-11,0,46000,,,,,,,,,
중랑천6,2023-05-11,0,24000,,,,,,,,,
지장천2,2023-05-11,정량한계미만,20,,,,,,,,,
지촌천,2023-05-11,,,,,,,,,,,
차탄천,2023-05-11,정량한계미만,3500,,,,,,,,,
청계천1,2023-05-11,0,89,,,,,,,,,
청계천2,2023-05-11,0,21000,,,,,,,,,
청계천3,2023-05-11,0,87000,,,,,,,,,
청도천,2023-05-11,정량한계미만,16000,,,,,,,,,
청미천1,2023-05-11,,,,,,,,,,,
청미천3,2023-05-11,,,,,,,,,,,
청미천5,2023-05-11,,,,,,,,,,,
청통천,2023-05-11,,,,,,,,,,,
초강2,2023-05-11,,,,,,,,,,,
추령천,2023-05-11,,,,,,,,,,,
추풍천,2023-05-11,,,,,,,,,,,
탄천6,2023-05-11,0,36000,,,,,,,,,
탐진강1,2023-05-11,,,,,,,,,,,
탐진강4,2023-05-11,0,6600,,,,,,,,,
태화,2023-05-11,정량한계미만,6400,,,,,,,,,
토일천,2023-05-11,,,,,,,,,,,
팔거천1,2023-05-11,,,,,,,,,,,
평창강3,2023-05-11,,,,,,,,,,,
하수남천,2023-05-11,,,,,,,,,,,
한천1,2023-05-11,,,,,,,,,,,
홍제천,2023-05-11,0,4100,,,,,,,,,
황강4,2023-05-11,,3700,,,,,,,,,
황강5,2023-05-11,,600,,,,,,,,,
회야강1,2023-05-11,정량한계미만,3800,,,,,,,,,
회야강2,2023-05-11,정량한계미만,410000,,,,,,,,,
회천1,2023-05-11,정량한계미만,340,,,,,,,,,
회천2,2023-05-11,정량한계미만,720,,,,,,,,,
가평천3,2023-05-11,,,,,,,,,,,
관리천,2023-05-11,,,,,,,,,,,
단성,2023-05-11,,,,,,,,,,,
섬강3,2023-05-11,정량한계미만,240,,,,,,,,,
섬강6,2023-05-11,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
소양강2,2023-05-11,정량한계미만,2,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
신천4,2023-05-11,,,,,,,,,,,
영춘,2023-05-11,,,,,,,,,,,
왕숙천1,2023-05-11,,,,,,,,,,,
왕숙천4,2023-05-11,,,,,,,,,,,
요천3,2023-05-11,0,420,0,0,0.00006,0,0.00055,0,,,
원주,2023-05-11,정량한계미만,140,,,,,,,,,
임진강3,2023-05-11,,,,,,,,,,,
제천천4,2023-05-11,,,,,,,,,,,
조종천4,2023-05-11,,,,,,,,,,,
주천강2,2023-05-11,,,,,,,,,,,
중랑천1,2023-05-11,,,,,,,,,,,
진위천5,2023-05-11,,,,,,,,,,,
진위천6,2023-05-11,,,,,,,,,,,
청평,2023-05-11,,,,,,,,,,,
춘성교,2023-05-11,,,,,,,,,,,
충주,2023-05-11,정량한계미만,2,,,,,,,,,
탐진강5,2023-05-11,0,120,0,0,0.00007,0,0.00116,0,,,
한탄강5,2023-05-11,,,,,,,,,,,
흑천3,2023-05-11,정량한계미만,2200,,,,,,,,,
가정천,2023-05-12,,,,,,,,,,,
가정천,2023-05-12,,,,,,,,,,,
계수천,2023-05-12,,,,,,,,,,,
고달,2023-05-12,정량한계미만,7800,,,,,,,,,
곡성,2023-05-12,정량한계미만,5800,,,,,,,,,
곡수천1,2023-05-12,,,,,,,,,,,
구룡천,2023-05-12,,,,,,,,,,,
구운천1,2023-05-12,,,,,,,,,,,
군위남천,2023-05-12,정량한계미만,1400,,,,,,,,,
굴지천,2023-05-12,,,,,,,,,,,
금계천1,2023-05-12,,,,,,,,,,,
금사천,2023-05-12,,,,,,,,,,,
남천,2023-05-12,,,,,,,,,,,
달천1,2023-05-12,,,,,,,,,,,
달천3,2023-05-12,,,,,,,,,,,
동막천,2023-05-12,,,,,,,,,,,
동복천1,2023-05-12,,,,,,,,,,,
목감천2,2023-05-12,,,,,,,,,,,
목현천,2023-05-12,,,,,,,,,,,
문호천,2023-05-12,,,,,,,,,,,
백곡천1,2023-05-12,정량한계미만,350,,,,,,,,,
백곡천2,2023-05-12,정량한계미만,1300,,,,,,,,,
벽계천1,2023-05-12,,,,,,,,,,,
보성강1,2023-05-12,,,,,,,,,,,
보성강6,2023-05-12,정량한계미만,1600,,,,,,,,,
보현천,2023-05-12,0,24,,,,,,,,,
사탄천,2023-05-12,,,,,,,,,,,
산본천,2023-05-12,,,,,,,,,,,
석문동천1,2023-05-12,정량한계미만,540,,,,,,,,,
석문동천2,2023-05-12,정량한계미만,790,,,,,,,,,
섬강1,2023-05-12,,,,,,,,,,,
성덕천,2023-05-12,,,,,,,,,,,
쌍계천,2023-05-12,정량한계미만,3500,,,,,,,,,
안양천1,2023-05-12,,,,,,,,,,,
안양천3,2023-05-12,,,,,,,,,,,
안양천7,2023-05-12,,,,,,,,,,,
안양천8,2023-05-12,,,,,,,,,,,
오산천1,2023-05-12,,,,,,,,,,,
오산천2,2023-05-12,,,,,,,,,,,
오수천1,2023-05-12,,,,,,,,,,,
와탄천,2023-05-12,정량한계미만,8800,,,,,,,,,
요도천,2023-05-12,정량한계미만,3500,,,,,,,,,
용담천,2023-05-12,,,,,,,,,,,
율천,2023-05-12,,,,,,,,,,,
음성천1,2023-05-12,,,,,,,,,,,
이리천,2023-05-12,,,,,,,,,,,
조종천3,2023-05-12,,,,,,,,,,,
중방대천,2023-05-12,,,,,,,,,,,
초평천,2023-05-12,정량한계미만,170,,,,,,,,,
추곡천,2023-05-12,,,,,,,,,,,
충주천,2023-05-12,정량한계미만,7900,,,,,,,,,
칠장천,2023-05-12,정량한계미만,4700,,,,,,,,,
탄천2,2023-05-12,,,,,,,,,,,
황구지천3,2023-05-12,정량한계미만,580000,,,,,,,,,
후곡천,2023-05-12,,,,,,,,,,,
흑천2,2023-05-12,,,,,,,,,,,
경안천10,2023-05-12,,,,,,,,,,,
경안천6,2023-05-12,,,,,,,,,,,
계산,2023-05-12,0,220,,,,,,,,,
공릉천5,2023-05-12,,,,,,,,,,,
구의,2023-05-12,정량한계미만,280,,,,,,,,,
굴포천4,2023-05-12,정량한계미만,4400,,,,,,,,,
노량진,2023-05-12,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
동복천2,2023-05-12,0,170,,,,,,,,,
무갑천,2023-05-12,,,,,,,,,,,
문산천4,2023-05-12,,,,,,,,,,,
보성강5,2023-05-12,,,,,,,,,,,
악양,2023-05-12,,,,,,,,,,,
안양천9,2023-05-12,정량한계미만,13000,,,,,,,,,
옥천,2023-05-12,정량한계미만,4,,,,,,,,,
왕숙천6,2023-05-12,정량한계미만,4600,,,,,,,,,
이사천2,2023-05-12,,,,,,,,,,,
중랑천3,2023-05-12,,,,,,,,,,,
탄천5,2023-05-12,정량한계미만,26000,,,,,,,,,
팔당,2023-05-12,정량한계미만,90,,,,,,,,,
행주,2023-05-12,정량한계미만,1200,,,,,,,,,
현도,2023-05-12,,36,,,,,,,,,
황구지천1,2023-05-12,,,,,,,,,,,
황구지천2,2023-05-12,,,,,,,,,,,
황구지천4,2023-05-12,,,,,,,,,,,
황구지천5,2023-05-12,,,,,,,,,,,
황구지천6,2023-05-12,,,,,,,,,,,
강경천,2023-05-15,정량한계미만,620,,,,,,,,,
고사,2023-05-15,정량한계미만,56,,,,,,,,,
군외천,2023-05-15,정량한계미만,600,,,,,,,,,
기계천,2023-05-15,정량한계미만,1100,,,,,,,,,
길안천2,2023-05-15,정량한계미만,150,,,,,,,,,
냉천,2023-05-15,정량한계미만,470,,,,,,,,,
동계,2023-05-15,정량한계미만,9800,,,,,,,,,
마산천,2023-05-15,정량한계미만,1800,,,,,,,,,
미로,2023-05-15,정량한계미만,26,,,,,,,,,
송천2,2023-05-15,,,,,,,,,,,
송천3,2023-05-15,,,,,,,,,,,
영평천1,2023-05-15,정량한계미만,540,,,,,,,,,
영평천2,2023-05-15,정량한계미만,1600,,,,,,,,,
운암,2023-05-15,정량한계미만,8900,,,,,,,,,
임진강1,2023-05-15,0,16,,,,,,,,,
주수천,2023-05-15,정량한계미만,58,,,,,,,,,
칠성천,2023-05-15,정량한계미만,54000,,,,,,,,,
파주,2023-05-15,정량한계미만,40000,,,,,,,,,
포천천,2023-05-15,정량한계미만,5400,,,,,,,,,
회동댐 상류,2023-05-15,0,8200,,,,,,,,,
회야강3,2023-05-15,정량한계미만,35000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
감천2,2023-05-15,,,,,,,,,,,
감천4,2023-05-15,,,,,,,,,,,
강정,2023-05-15,,,,,,,,,,,
고부천3,2023-05-15,,,,,,,,,,,
골지천1,2023-05-15,,,,,,,,,,,
골지천3,2023-05-15,,,,,,,,,,,
광려천4,2023-05-15,,,,,,,,,,,
광주천2,2023-05-15,,,,,,,,,,,
구미,2023-05-15,,,,,,,,,,,
금곡,2023-05-15,,,,,,,,,,,
금당천1,2023-05-15,,,,,,,,,,,
마포천,2023-05-15,,,,,,,,,,,
미곡천,2023-05-15,,,,,,,,,,,
백천2,2023-05-15,,,,,,,,,,,
복하천4,2023-05-15,,,,,,,,,,,
봉산천,2023-05-15,,,,,,,,,,,
북하천,2023-05-15,,,,,,,,,,,
사천천,2023-05-15,,,,,,,,,,,
삼산천,2023-05-15,,,,,,,,,,,
석곡천,2023-05-15,,,,,,,,,,,
송현천,2023-05-15,,,,,,,,,,,
신등천,2023-05-15,,,,,,,,,,,
신반천,2023-05-15,,,,,,,,,,,
양산천3,2023-05-15,,,,,,,,,,,
양천1,2023-05-15,,,,,,,,,,,
양화천1,2023-05-15,,,,,,,,,,,
양화천3,2023-05-15,,,,,,,,,,,
오사리,2023-05-15,,,,,,,,,,,
용산천,2023-05-15,,,,,,,,,,,
용암,2023-05-15,,,,,,,,,,,
원심천,2023-05-15,,,,,,,,,,,
원평천3,2023-05-15,,,,,,,,,,,
전주,2023-05-15,정량한계미만,41,,,,,,,,,
전주천7,2023-05-15,정량한계미만,3400,,,,,,,,,
정읍천4,2023-05-15,정량한계미만,2600,,,,,,,,,
제천천1,2023-05-15,,,,,,,,,,,
지석천2,2023-05-15,,,,,,,,,,,
진원천,2023-05-15,,,,,,,,,,,
청도천1,2023-05-15,,,,,,,,,,,
청도천2,2023-05-15,,,,,,,,,,,
탑천,2023-05-15,,,,,,,,,,,
토평천2,2023-05-15,,,,,,,,,,,
평동천,2023-05-15,,,,,,,,,,,
풍영정천1,2023-05-15,,,,,,,,,,,
풍영정천2,2023-05-15,,,,,,,,,,,
하빈천,2023-05-15,,,,,,,,,,,
한천2,2023-05-15,,,,,,,,,,,
현풍,2023-05-15,,,,,,,,,,,
황강1,2023-05-15,,,,,,,,,,,
황강6,2023-05-15,,,,,,,,,,,
황둔천,2023-05-15,,,,,,,,,,,
황룡강3,2023-05-15,,,,,,,,,,,
가평천3,2023-05-15,,,,,,,,,,,
강상,2023-05-15,정량한계미만,80,,,,,,,,,
강천,2023-05-15,정량한계미만,90,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
경안천10,2023-05-15,,,,,,,,,,,
경안천6,2023-05-15,,,,,,,,,,,
곡수천2,2023-05-15,,,,,,,,,,,
공릉천5,2023-05-15,,,,,,,,,,,
공주1,2023-05-15,정량한계미만,250,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
관리천,2023-05-15,,,,,,,,,,,
광산,2023-05-15,0,6000,,,,,,,,,
구운천2,2023-05-15,,,,,,,,,,,
구의,2023-05-15,,,,,,,,,,,
굴포천4,2023-05-15,,,,,,,,,,,
금강,2023-05-15,정량한계미만,230,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
금당천2,2023-05-15,,,,,,,,,,,
금호강8,2023-05-15,정량한계미만,32000,,,,,,,,,
김제,2023-05-15,정량한계미만,54,정량한계미만,정량한계미만,0.0047,정량한계미만,정량한계미만,정량한계미만,,,
나주,2023-05-15,0,11000,,,,,,,,,
낙단,2023-05-15,정량한계미만,3300,,,,,,,,,
남강7,2023-05-15,정량한계미만,5600,,,,,,,,,
내린천2,2023-05-15,,,,,,,,,,,
노량진,2023-05-15,정량한계미만,330,,,,,,,,,
논공,2023-05-15,정량한계미만,6500,,,,,,,,,
