place,date,penol,bacteria,pb,cr6,as,hg,cu,hcb,benzen,p,por
흑천1,2022-08-16,정량한계미만,37000,,,,,,,,,
감이천,2022-08-16,,,,,,,,,,,
곤지암천1,2022-08-16,,,,,,,,,,,
골지천1,2022-08-16,,,,,,,,,,,
골지천3,2022-08-16,,,,,,,,,,,
봉산천,2022-08-16,,,,,,,,,,,
송천3,2022-08-16,,,,,,,,,,,
송현천,2022-08-16,,,,,,,,,,,
안동5,2022-08-16,,76000,,,,,,,,,
장진천,2022-08-16,,,,,,,,,,,
창릉천1,2022-08-16,,,,,,,,,,,
창릉천2,2022-08-16,,,,,,,,,,,
초이천,2022-08-16,,,,,,,,,,,
강상,2022-08-16,정량한계미만,4200,정량한계미만,정량한계미만,정량한계미만,0.0000009,,,,,
강천,2022-08-16,정량한계미만,5200,,,,,,,,,
곡수천2,2022-08-16,,,,,,,,,,,
구운천2,2022-08-16,,,,,,,,,,,
금당천2,2022-08-16,,,,,,,,,,,
내성천5,2022-08-16,정량한계미만,340000,,,,,,,,,
달천7,2022-08-16,정량한계미만,1600,,,,,,,,,
대신,2022-08-16,정량한계미만,33000,,,,,,,,,
덕은리,2022-08-16,,,,,,,,,,,
도산,2022-08-16,정량한계미만,110000,,,,,,,,,
망월천,2022-08-16,,,,,,,,,,,
목행대교,2022-08-16,,,,,,,,,,,
묵현천,2022-08-16,,,,,,,,,,,
반변천4,2022-08-16,정량한계미만,11000,,,,,,,,,
벽계천2,2022-08-16,,,,,,,,,,,
삼봉리,2022-08-16,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,0.0000006,,,,,
상주3,2022-08-16,정량한계미만,580000,,,,,,,,,
안동1,2022-08-16,정량한계미만,440,,,,,,,,,
안동2,2022-08-16,,,,,,,,,,,
안동3,2022-08-16,정량한계미만,5400,,,,,,,,,
안동4,2022-08-16,,,,,,,,,,,
여주1,2022-08-16,,,,,,,,,,,
여주2,2022-08-16,,,,,,,,,,,
영순,2022-08-16,,,,,,,,,,,
영월2,2022-08-16,정량한계미만,1080,,,,,,,,,
예천1,2022-08-16,,,,,,,,,,,
예천2,2022-08-16,,,,,,,,,,,
옥천,2022-08-16,정량한계미만,4600,,,,,,,,,
운계천,2022-08-16,,,,,,,,,,,
의암댐,2022-08-16,정량한계미만,1140,,,,,,,,,
이포,2022-08-16,정량한계미만,30000,,,,,,,,,
주암댐,2022-08-16,0,6,,,,,,,,,
중원,2022-08-16,,,,,,,,,,,
충주댐,2022-08-16,정량한계미만,63,,,,,,,,,
팔당댐,2022-08-16,정량한계미만,3700,,,,,,,,,
학성,2022-08-16,정량한계미만,280000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
학의천,2022-08-16,,,,,,,,,,,
현도,2022-08-16,,720,,,,,,,,,
동진천1,2022-08-16,정량한계미만,22000,,,,,,,,,
동진천2,2022-08-16,정량한계미만,17000,,,,,,,,,
보강천2,2022-08-16,정량한계미만,54000,,,,,,,,,
쌍천,2022-08-16,정량한계미만,24000,,,,,,,,,
음성천2,2022-08-16,정량한계미만,24000,,,,,,,,,
향목동천,2022-08-16,정량한계미만,5400,,,,,,,,,
화양천,2022-08-16,정량한계미만,5400,,,,,,,,,
감천2,2022-08-17,,,,,,,,,,,
감천4,2022-08-17,,,,,,,,,,,
강진천,2022-08-17,정량한계미만,2600,,,,,,,,,
경안천1,2022-08-17,정량한계미만,16000,,,,,,,,,
계성천,2022-08-17,,,,,,,,,,,
고정천,2022-08-17,,,,,,,,,,,
광려천4,2022-08-17,,,,,,,,,,,
구미,2022-08-17,,,,,,,,,,,
금곡,2022-08-17,,,,,,,,,,,
금당천1,2022-08-17,,,,,,,,,,,
금사천,2022-08-17,,,,,,,,,,,
남해봉천,2022-08-17,정량한계미만,1700,,,,,,,,,
내가천,2022-08-17,정량한계미만,1100,,,,,,,,,
단장천1,2022-08-17,,,,,,,,,,,
단장천3,2022-08-17,,,,,,,,,,,
달천2,2022-08-17,정량한계미만,5600,,,,,,,,,
달천4,2022-08-17,정량한계미만,3800,,,,,,,,,
달천5,2022-08-17,정량한계미만,6700,,,,,,,,,
대암리,2022-08-17,,,,,,,,,,,
동계,2022-08-17,정량한계미만,42000,,,,,,,,,
동창천1,2022-08-17,,,,,,,,,,,
동창천2,2022-08-17,,,,,,,,,,,
마포천,2022-08-17,,,,,,,,,,,
문산천1,2022-08-17,,,,,,,,,,,
밀양강1,2022-08-17,,,,,,,,,,,
백천2,2022-08-17,,,,,,,,,,,
복하천4,2022-08-17,,,,,,,,,,,
봉선사천,2022-08-17,,,,,,,,,,,
부일천,2022-08-17,,,,,,,,,,,
삼산천,2022-08-17,,,,,,,,,,,
삽교천1,2022-08-17,정량한계미만,1900,,,,,,,,,
삽교천2,2022-08-17,정량한계미만,3000,,,,,,,,,
삽교천3,2022-08-17,정량한계미만,1000,,,,,,,,,
소호천,2022-08-17,,,,,,,,,,,
신반천,2022-08-17,,,,,,,,,,,
양산천3,2022-08-17,,,,,,,,,,,
양화천3,2022-08-17,,,,,,,,,,,
영암천1,2022-08-17,정량한계미만,25000,,,,,,,,,
오사리,2022-08-17,,,,,,,,,,,
와탄천,2022-08-17,정량한계미만,26000,,,,,,,,,
왕숙천1,2022-08-17,,,,,,,,,,,
왕숙천4,2022-08-17,,,,,,,,,,,
용담천,2022-08-17,,,,,,,,,,,
용암,2022-08-17,,,,,,,,,,,
원심천,2022-08-17,,,,,,,,,,,
위천1,2022-08-17,0,31000,,,,,,,,,
임진강1,2022-08-17,0,13,,,,,,,,,
제천천1,2022-08-17,,,,,,,,,,,
제천천2,2022-08-17,정량한계미만,2600,,,,,,,,,
제천천3,2022-08-17,정량한계미만,14000,,,,,,,,,
제천천5,2022-08-17,정량한계미만,14000,,,,,,,,,
중랑천1,2022-08-17,,,,,,,,,,,
차천,2022-08-17,,,,,,,,,,,
춘천2,2022-08-17,정량한계미만,720,,,,,,,,,
토평천2,2022-08-17,,,,,,,,,,,
하빈천,2022-08-17,,,,,,,,,,,
한천2,2022-08-17,,,,,,,,,,,
합천,2022-08-17,,,,,,,,,,,
황강1,2022-08-17,,,,,,,,,,,
황강6,2022-08-17,,,,,,,,,,,
황둔천,2022-08-17,,,,,,,,,,,
회천3,2022-08-17,,,,,,,,,,,
곡수천1,2022-08-17,,,,,,,,,,,
성덕천,2022-08-17,,,,,,,,,,,
수홍천,2022-08-17,,,,,,,,,,,
양화천1,2022-08-17,,,,,,,,,,,
어천1,2022-08-17,,,,,,,,,,,
옥택천,2022-08-17,,,,,,,,,,,
청미천5,2022-08-17,,,,,,,,,,,
치천,2022-08-17,,,,,,,,,,,
흑천2,2022-08-17,,,,,,,,,,,
가양,2022-08-17,정량한계미만,98000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
경안천9,2022-08-17,정량한계미만,1500000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
고령,2022-08-17,정량한계미만,11000,,,,,,,,,
광산,2022-08-17,0,49000,,,,,,,,,
구포,2022-08-17,정량한계미만,68000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
금호강8,2022-08-17,정량한계미만,310000,,,,,,,,,
나주,2022-08-17,0,3650,,,,,,,,,
낙단,2022-08-17,,,,,,,,,,,
남강7,2022-08-17,정량한계미만,91000,,,,,,,,,
남지,2022-08-17,정량한계미만,54000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
내린천2,2022-08-17,,,,,,,,,,,
논공,2022-08-17,,,,,,,,,,,
다사,2022-08-17,,,,,,,,,,,
단성,2022-08-17,,,,,,,,,,,
달성,2022-08-17,,,,,,,,,,,
달천6,2022-08-17,,,,,,,,,,,
달천8,2022-08-17,정량한계미만,3200,,,,,,,,,
덕곡,2022-08-17,,,,,,,,,,,
도남,2022-08-17,,,,,,,,,,,
무안2,2022-08-17,0,5,,,,,,,,,
물금,2022-08-17,정량한계미만,240000,,,,,,,,,
복하천6,2022-08-17,,,,,,,,,,,
사탄천,2022-08-17,,,,,,,,,,,
산곡,2022-08-17,,,,,,,,,,,
삼랑진2,2022-08-17,정량한계미만,91000,,,,,,,,,
상주1,2022-08-17,,,,,,,,,,,
선산,2022-08-17,,,,,,,,,,,
성은천,2022-08-17,,,,,,,,,,,
성주,2022-08-17,,,,,,,,,,,
신천5,2022-08-17,정량한계미만,3900,,,,,,,,,
안성천3,2022-08-17,정량한계미만,660000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
양화천4,2022-08-17,정량한계미만,6900,,,,,,,,,
영춘,2022-08-17,,,,,,,,,,,
영평천3,2022-08-17,정량한계미만,7000,,,,,,,,,
오갑천,2022-08-17,,,,,,,,,,,
오대천3,2022-08-17,정량한계미만,2400,,,,,,,,,
오산천2,2022-08-17,,,,,,,,,,,
오산천4,2022-08-17,,,,,,,,,,,
오산천6,2022-08-17,,,,,,,,,,,
옥동천1,2022-08-17,,,,,,,,,,,
옥동천3,2022-08-17,정량한계미만,800,,,,,,,,,
요천3,2022-08-17,0,12000,,,,,,,,,
우치,2022-08-17,0,4500,,,,,,,,,
응천,2022-08-17,,,,,,,,,,,
인북천1,2022-08-17,정량한계미만,3100,,,,,,,,,
임진강6,2022-08-17,,,,,,,,,,,
임진강7,2022-08-17,정량한계미만,55000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
적성,2022-08-17,정량한계미만,300000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
조양강,2022-08-17,정량한계미만,1700,,,,,,,,,
주천강3,2022-08-17,정량한계미만,4200,,,,,,,,,
죽산,2022-08-17,0,40,,,,,,,,,
지석천4,2022-08-17,0,14950,,,,,,,,,
진위천1,2022-08-17,,,,,,,,,,,
진위천2,2022-08-17,,,,,,,,,,,
창녕,2022-08-17,정량한계미만,28000,,,,,,,,,
청미천6,2022-08-17,정량한계미만,3000,,,,,,,,,
춘천1,2022-08-17,,,,,,,,,,,
칠곡,2022-08-17,,,,,,,,,,,
탐진강5,2022-08-17,0,21000,,,,,,,,,
평창강5,2022-08-17,정량한계미만,2300,,,,,,,,,
하남,2022-08-17,정량한계미만,110000,,,,,,,,,
한탄강1,2022-08-17,정량한계미만,2300,,,,,,,,,
함안,2022-08-17,,,,,,,,,,,
홍천강3,2022-08-17,정량한계미만,1300,,,,,,,,,
화천,2022-08-17,정량한계미만,600,,,,,,,,,
황룡강5,2022-08-17,0,13100,,,,,,,,,
백곡천1,2022-08-17,정량한계미만,240000,,,,,,,,,
백곡천2,2022-08-17,정량한계미만,130000,,,,,,,,,
석문동천1,2022-08-17,정량한계미만,5400,,,,,,,,,
석문동천2,2022-08-17,정량한계미만,22000,,,,,,,,,
요도천,2022-08-17,정량한계미만,160000,,,,,,,,,
초평천,2022-08-17,정량한계미만,11000,,,,,,,,,
충주천,2022-08-17,정량한계미만,49000,,,,,,,,,
칠장천,2022-08-17,정량한계미만,54000,,,,,,,,,
계양천,2022-08-18,,,,,,,,,,,
고부천1,2022-08-18,정량한계미만,11000,,,,,,,,,
고부천2,2022-08-18,정량한계미만,6800,,,,,,,,,
고사,2022-08-18,정량한계미만,650,,,,,,,,,
골지천4,2022-08-18,정량한계미만,6480,,,,,,,,,
골포천,2022-08-18,,,,,,,,,,,
광하,2022-08-18,정량한계미만,2060,,,,,,,,,
구운천1,2022-08-18,,,,,,,,,,,
굴포천1,2022-08-18,,,,,,,,,,,
굴포천2,2022-08-18,정량한계미만,4600,,,,,,,,,
굴포천3,2022-08-18,,,,,,,,,,,
나진포천,2022-08-18,,,,,,,,,,,
남강1,2022-08-18,,,,,,,,,,,
남강4,2022-08-18,,,,,,,,,,,
내성천1,2022-08-18,정량한계미만,800,,,,,,,,,
덕천강3,2022-08-18,,,,,,,,,,,
동강1,2022-08-18,,,,,,,,,,,
동달천,2022-08-18,,,,,,,,,,,
목감천2,2022-08-18,,,,,,,,,,,
무도천,2022-08-18,,,,,,,,,,,
문산천2,2022-08-18,정량한계미만,9200,,,,,,,,,
문산천3,2022-08-18,정량한계미만,16000,,,,,,,,,
미곡천,2022-08-18,,,,,,,,,,,
미로,2022-08-18,정량한계미만,450,,,,,,,,,
반변천2,2022-08-18,,,,,,,,,,,
봉화,2022-08-18,정량한계미만,800,정량한계미만,정량한계미만,0.00643,정량한계미만,정량한계미만,,,,
사천천,2022-08-18,,,,,,,,,,,
송천4,2022-08-18,정량한계미만,1680,,,,,,,,,
신등천,2022-08-18,,,,,,,,,,,
신천1,2022-08-18,정량한계미만,16000,,,,,,,,,
신천3,2022-08-18,정량한계미만,92000,,,,,,,,,
신평천,2022-08-18,정량한계미만,72000,,,,,,,,,
양천1,2022-08-18,,,,,,,,,,,
어천2,2022-08-18,정량한계미만,340,,,,,,,,,
영천강1,2022-08-18,,,,,,,,,,,
오봉천,2022-08-18,,,,,,,,,,,
용전천2,2022-08-18,,,,,,,,,,,
용호천,2022-08-18,정량한계미만,23000,,,,,,,,,
원평천2,2022-08-18,정량한계미만,48000,,,,,,,,,
위천3,2022-08-18,,,,,,,,,,,
임진강4,2022-08-18,정량한계미만,13000,,,,,,,,,
임진강5,2022-08-18,정량한계미만,13000,,,,,,,,,
임천,2022-08-18,,,,,,,,,,,
정선1,2022-08-18,정량한계미만,2320,,,,,,,,,
정선2,2022-08-18,정량한계미만,1540,,,,,,,,,
정읍천1,2022-08-18,정량한계미만,9200,,,,,,,,,
정읍천2,2022-08-18,정량한계미만,18000,,,,,,,,,
정읍천3,2022-08-18,정량한계미만,17000,,,,,,,,,
주수천,2022-08-18,정량한계미만,1460,,,,,,,,,
중랑천2,2022-08-18,정량한계미만,9200,,,,,,,,,
지장천2,2022-08-18,정량한계미만,840,,,,,,,,,
지촌천,2022-08-18,,,,,,,,,,,
차탄천,2022-08-18,정량한계미만,3500,,,,,,,,,
천원천,2022-08-18,정량한계미만,17000,,,,,,,,,
평창강3,2022-08-18,,,,,,,,,,,
현풍,2022-08-18,,,,,,,,,,,
화원나루,2022-08-18,,,,,,,,,,,
황지3,2022-08-18,,,,,,,,,,,
회룡천,2022-08-18,,,,,,,,,,,
가정천,2022-08-18,,,,,,,,,,,
단양천,2022-08-18,,,,,,,,,,,
만대천,2022-08-18,,,,,,,,,,,
문호천,2022-08-18,,,,,,,,,,,
수동천,2022-08-18,,,,,,,,,,,
신천2,2022-08-18,,,,,,,,,,,
안양천8,2022-08-18,,,,,,,,,,,
원서천2,2022-08-18,,,,,,,,,,,
가평천3,2022-08-18,정량한계미만,700,,,,,,,,,
곰나루,2022-08-18,,10000,,,,,,,,,
공주2,2022-08-18,,2000,,,,,,,,,
관리천,2022-08-18,,,,,,,,,,,
광주1,2022-08-18,정량한계미만,2000,,,,,,,,,
광주2,2022-08-18,정량한계미만,8200,,,,,,,,,
광주3,2022-08-18,정량한계미만,68000,,,,,,,,,
구례,2022-08-18,정량한계미만,660,,,,,,,,,
담양,2022-08-18,정량한계미만,1900,,,,,,,,,
무안1,2022-08-18,정량한계미만,400,,,,,,,,,
벽계천1,2022-08-18,,,,,,,,,,,
보성강7,2022-08-18,정량한계미만,480,,,,,,,,,
부여1,2022-08-18,정량한계미만,360,,,,,,,,,
부여2,2022-08-18,,940,,,,,,,,,
산본천,2022-08-18,,,,,,,,,,,
섬강3,2022-08-18,정량한계미만,26000,,,,,,,,,
섬강6,2022-08-18,정량한계미만,54000,정량한계미만,정량한계미만,정량한계미만,0.0000027,,,,,
성동,2022-08-18,,8800,,,,,,,,,
소양강2,2022-08-18,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,0.0000007,,,,,
안양천1,2022-08-18,,,,,,,,,,,
안양천3,2022-08-18,,,,,,,,,,,
안양천7,2022-08-18,,,,,,,,,,,
양화,2022-08-18,,270,,,,,,,,,
영산포1,2022-08-18,정량한계미만,950,,,,,,,,,
왜관,2022-08-18,정량한계미만,83000,,,,,,,,,
원주,2022-08-18,정량한계미만,2400,,,,,,,,,
임진강3,2022-08-18,,,,,,,,,,,
제천천4,2022-08-18,,,,,,,,,,,
조종천3,2022-08-18,,,,,,,,,,,
조종천4,2022-08-18,정량한계미만,1300,,,,,,,,,
진위천5,2022-08-18,,,,,,,,,,,
진위천6,2022-08-18,,,,,,,,,,,
청평,2022-08-18,,,,,,,,,,,
춘성교,2022-08-18,정량한계미만,15000,,,,,,,,,
충주,2022-08-18,정량한계미만,400,,,,,,,,,
하동,2022-08-18,정량한계미만,250,,,,,,,,,
한탄강5,2022-08-18,,,,,,,,,,,
형산강5,2022-08-18,정량한계미만,800,,,,,,,,,
흑천3,2022-08-18,정량한계미만,14000,,,,,,,,,
강경천,2022-08-19,정량한계미만,1400,,,,,,,,,
경호천,2022-08-19,,,,,,,,,,,
곡정천,2022-08-19,,,,,,,,,,,
공릉천1,2022-08-19,,,,,,,,,,,
광려천2,2022-08-19,,,,,,,,,,,
금호강1,2022-08-19,정량한계미만,160,,,,,,,,,
금호강2,2022-08-19,,,,,,,,,,,
금호강4,2022-08-19,,,,,,,,,,,
길안천1,2022-08-19,,,,,,,,,,,
낙동강하구언1,2022-08-19,,,,,,,,,,,
낙동강하구언2,2022-08-19,,,,,,,,,,,
달천1,2022-08-19,,,,,,,,,,,
달천3,2022-08-19,,,,,,,,,,,
대가천1,2022-08-19,,,,,,,,,,,
대가천2,2022-08-19,,,,,,,,,,,
대가천3,2022-08-19,,,,,,,,,,,
돌산천,2022-08-19,정량한계미만,25000,,,,,,,,,
마산천,2022-08-19,정량한계미만,11000,,,,,,,,,
마산천,2022-08-19,정량한계미만,18000,,,,,,,,,
백천1,2022-08-19,,,,,,,,,,,
병보천,2022-08-19,,,,,,,,,,,
보성강4,2022-08-19,정량한계미만,2300,,,,,,,,,
복계천,2022-08-19,,,,,,,,,,,
봉곡천,2022-08-19,,,,,,,,,,,
부기천,2022-08-19,,,,,,,,,,,
석관천,2022-08-19,,,,,,,,,,,
소양천1,2022-08-19,정량한계미만,18000,,,,,,,,,
소양천2,2022-08-19,정량한계미만,48000,,,,,,,,,
신령천,2022-08-19,,,,,,,,,,,
옥계천,2022-08-19,,,,,,,,,,,
용계천,2022-08-19,,,,,,,,,,,
용암천,2022-08-19,정량한계미만,16000,,,,,,,,,
욱수천,2022-08-19,,,,,,,,,,,
자호천,2022-08-19,,,,,,,,,,,
청통천,2022-08-19,,,,,,,,,,,
토일천,2022-08-19,,,,,,,,,,,
팔거천1,2022-08-19,,,,,,,,,,,
한천1,2022-08-19,,,,,,,,,,,
가정천,2022-08-19,,,,,,,,,,,
구룡천,2022-08-19,,,,,,,,,,,
굴지천,2022-08-19,,,,,,,,,,,
금강천1,2022-08-19,,,,,,,,,,,
금계천1,2022-08-19,,,,,,,,,,,
동막천,2022-08-19,,,,,,,,,,,
목현천,2022-08-19,,,,,,,,,,,
무갑천,2022-08-19,,,,,,,,,,,
섬강1,2022-08-19,,,,,,,,,,,
오산천1,2022-08-19,,,,,,,,,,,
오산천2,2022-08-19,,,,,,,,,,,
옴천천2,2022-08-19,,,,,,,,,,,
용암천,2022-08-19,,,,,,,,,,,
음성천1,2022-08-19,,,,,,,,,,,
중방대천,2022-08-19,,,,,,,,,,,
추곡천,2022-08-19,,,,,,,,,,,
탄천2,2022-08-19,,,,,,,,,,,
하수남천,2022-08-19,,,,,,,,,,,
경안천10,2022-08-19,,,,,,,,,,,
경안천6,2022-08-19,,,,,,,,,,,
공릉천5,2022-08-19,정량한계미만,4600,,,,,,,,,
구의,2022-08-19,정량한계미만,730,,,,,,,,,
굴포천4,2022-08-19,정량한계미만,5800,,,,,,,,,
노량진,2022-08-19,정량한계미만,5800,정량한계미만,정량한계미만,정량한계미만,0.0000005,,,,,
문산천4,2022-08-19,정량한계미만,150000,,,,,,,,,
안양천9,2022-08-19,정량한계미만,50000,,,,,,,,,
왕숙천6,2022-08-19,정량한계미만,31000,,,,,,,,,
중랑천3,2022-08-19,,,,,,,,,,,
탄천5,2022-08-19,정량한계미만,1100000,,,,,,,,,
팔당,2022-08-19,정량한계미만,3000,,,,,,,,,
행주,2022-08-19,정량한계미만,3600,,,,,,,,,
황구지천1,2022-08-19,,,,,,,,,,,
황구지천2,2022-08-19,,,,,,,,,,,
황구지천4,2022-08-19,,,,,,,,,,,
황구지천5,2022-08-19,,,,,,,,,,,
황구지천6,2022-08-19,,,,,,,,,,,
화천천,2022-08-22,정량한계미만,980,,,,,,,,,
감천2,2022-08-22,,,,,,,,,,,
감천4,2022-08-22,정량한계미만,80000,,,,,,,,,
강정,2022-08-22,정량한계미만,56000,,,,,,,,,
계성천,2022-08-22,정량한계미만,400000,,,,,,,,,
광려천4,2022-08-22,정량한계미만,97000,,,,,,,,,
광주천2,2022-08-22,,,,,,,,,,,
구미,2022-08-22,정량한계미만,1200000,,,,,,,,,
금곡,2022-08-22,정량한계미만,260000,,,,,,,,,
대암리,2022-08-22,정량한계미만,1500000,,,,,,,,,
백천2,2022-08-22,정량한계미만,28000,,,,,,,,,
북하천,2022-08-22,,,,,,,,,,,
석곡천,2022-08-22,,,,,,,,,,,
송천2,2022-08-22,,,,,,,,,,,
신반천,2022-08-22,정량한계미만,18000,,,,,,,,,
양산천3,2022-08-22,정량한계미만,84000,,,,,,,,,
용산천,2022-08-22,,,,,,,,,,,
용암,2022-08-22,,,,,,,,,,,
임해진,2022-08-22,정량한계미만,400000,,,,,,,,,
지석천2,2022-08-22,,,,,,,,,,,
진원천,2022-08-22,,,,,,,,,,,
차천,2022-08-22,정량한계미만,75000,,,,,,,,,
토평천2,2022-08-22,정량한계미만,73000,,,,,,,,,
평동천,2022-08-22,,,,,,,,,,,
풍영정천1,2022-08-22,,,,,,,,,,,
풍영정천2,2022-08-22,,,,,,,,,,,
하빈천,2022-08-22,,,,,,,,,,,
한천2,2022-08-22,,,,,,,,,,,
합천,2022-08-22,정량한계미만,3100000,,,,,,,,,
현풍,2022-08-22,정량한계미만,67000,,,,,,,,,
화원나루,2022-08-22,정량한계미만,130000,,,,,,,,,
황강1,2022-08-22,정량한계미만,7000,,,,,,,,,
황강6,2022-08-22,정량한계미만,20000,,,,,,,,,
황룡강3,2022-08-22,,,,,,,,,,,
회천3,2022-08-22,정량한계미만,19000,,,,,,,,,
갑천6,2022-08-22,,,,,,,,,,,
골지천1,2022-08-22,,,,,,,,,,,
골지천3,2022-08-22,,,,,,,,,,,
공주1,2022-08-22,정량한계미만,6900,,,,,,,,,
금강,2022-08-22,정량한계미만,6100,,,,,,,,,
대청,2022-08-22,,,,,,,,,,,
대청댐,2022-08-22,정량한계미만,78,,,,,,,,,
무심천1,2022-08-22,,,,,,,,,,,
무심천3,2022-08-22,,,,,,,,,,,
미호강10,2022-08-22,정량한계미만,49000,,,,,,,,,
미호강2,2022-08-22,,,,,,,,,,,
미호강5,2022-08-22,,,,,,,,,,,
미호강9,2022-08-22,,,,,,,,,,,
백천,2022-08-22,,,,,,,,,,,
병천천1,2022-08-22,,,,,,,,,,,
보강천1,2022-08-22,,,,,,,,,,,
봉산천,2022-08-22,,,,,,,,,,,
부강,2022-08-22,정량한계미만,6600,,,,,,,,,
부여,2022-08-22,정량한계미만,31000,,,,,,,,,
석남천,2022-08-22,,,,,,,,,,,
성암천,2022-08-22,,,,,,,,,,,
세종1,2022-08-22,,,,,,,,,,,
송천3,2022-08-22,,,,,,,,,,,
송현천,2022-08-22,,,,,,,,,,,
용두천,2022-08-22,,,,,,,,,,,
용호천,2022-08-22,,,,,,,,,,,
유등천1,2022-08-22,,,,,,,,,,,
조천2,2022-08-22,,,,,,,,,,,
한천,2022-08-22,,,,,,,,,,,
강상,2022-08-22,정량한계미만,5000,,,,,,,,,
강천,2022-08-22,정량한계미만,6400,,,,,,,,,
곡수천2,2022-08-22,,,,,,,,,,,
광산,2022-08-22,0,16000,,,,,,,,,
광주1,2022-08-22,정량한계미만,2600,,,,,,,,,
광주2,2022-08-22,정량한계미만,16000,,,,,,,,,
광주3,2022-08-22,정량한계미만,380000,,,,,,,,,
구례,2022-08-22,정량한계미만,1600,,,,,,,,,
구운천2,2022-08-22,,,,,,,,,,,
금당천2,2022-08-22,,,,,,,,,,,
금호강8,2022-08-22,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
나주,2022-08-22,0,5000,,,,,,,,,
낙단,2022-08-22,정량한계미만,120000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
남강7,2022-08-22,정량한계미만,130000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
논공,2022-08-22,정량한계미만,35000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
다사,2022-08-22,정량한계미만,80000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
달천7,2022-08-22,정량한계미만,3500,,,,,,,,,
담양,2022-08-22,정량한계미만,3600,,,,,,,,,
대신,2022-08-22,정량한계미만,6700,,,,,,,,,
덕곡,2022-08-22,정량한계미만,69000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
덕은리,2022-08-22,,,,,,,,,,,
도남,2022-08-22,정량한계미만,110000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
목행대교,2022-08-22,,,,,,,,,,,
무안1,2022-08-22,정량한계미만,46,,,,,,,,,
묵현천,2022-08-22,,,,,,,,,,,
물금,2022-08-22,정량한계미만,380000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
벽계천2,2022-08-22,,,,,,,,,,,
보성강7,2022-08-22,정량한계미만,320,,,,,,,,,
삼봉리,2022-08-22,정량한계미만,4000,,,,,,,,,
선산,2022-08-22,정량한계미만,26000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동1,2022-08-22,정량한계미만,310,,,,,,,,,
안동2,2022-08-22,,,,,,,,,,,
안동3,2022-08-22,정량한계미만,5600,,,,,,,,,
안동4,2022-08-22,,,,,,,,,,,
안성천3,2022-08-22,정량한계미만,120000,,,,,,,,,
여주1,2022-08-22,,,,,,,,,,,
여주2,2022-08-22,,,,,,,,,,,
영산포1,2022-08-22,정량한계미만,36,,,,,,,,,
영순,2022-08-22,,,,,,,,,,,
